,match_id,first_team_score,second_team_score,first_team_win_probability,first_team_id,second_team_id,first_team_rating,second_team_rating
9886,6402426752,16,31,0.5305596991787108,7118032,5014799,1145.0,1160.0
9887,6402356390,45,26,0.6488701745347137,8533458,8449479,1176.0,1146.0
9888,6402274472,31,23,0.44661830420279625,5014799,7118032,1157.0,1149.0
9889,6402270011,29,37,0.3279108547890237,8449479,8533158,1142.0,1180.0
9890,6402190878,45,16,0.6604450977374017,8533458,8449479,1178.0,1144.0
9891,6402059891,41,38,0.7144372913810761,8533458,8571253,1207.0,1126.0
9892,6401967481,27,42,0.29578143928523115,8571253,8533458,1127.0,1205.0
9893,6401225757,36,9,0.436352830047229,8375259,8131728,1140.0,1149.0
9894,6401053354,39,19,0.5465185714665944,2672298,7119077,1190.0,1171.0
9895,6400958315,8,23,0.2193180294263053,8598999,8605863,1116.0,1210.0
9896,6400954601,41,17,0.4325124705166916,7119077,2672298,1167.0,1193.0
9897,6400924915,0,0,0.22642539578638565,8598999,8605863,1117.0,1209.0
9898,6400885864,32,22,0.7423615824284349,8533458,8546012,1204.0,1108.0
9899,6400836355,32,14,0.7661322134427688,8605863,8598999,1208.0,1118.0
9900,6400780696,49,37,0.2667270068500035,8546012,8533458,1109.0,1203.0
9901,6400754522,26,9,0.6832804982799918,8598633,8588969,1233.0,1179.0
9902,6400645115,34,22,0.6722135377113644,8598633,8588969,1231.0,1181.0
9903,6400597192,34,32,0.7020375424493258,8469455,8546012,1178.0,1104.0
9904,6400515246,29,16,0.3042144992294332,8588969,8598633,1177.0,1235.0
9905,6400468684,56,43,0.3054567806435877,8546012,8469455,1100.0,1169.0
9906,6400344488,40,50,0.2981666863032766,8606358,8469455,1114.0,1179.0
9907,6400233090,36,28,0.6906974742766729,8469455,8606358,1177.0,1115.0
9908,6399458524,37,52,0.6515690555511757,8533458,8469455,1201.0,1148.0
9909,6399418378,18,48,0.3612065559482507,8469455,8533458,1150.0,1199.0
9910,6399370865,23,45,0.6621166715971433,8533458,8469455,1202.0,1146.0
9911,6399285719,27,4,0.41972288829653814,8255888,7118032,1150.0,1152.0
9912,6399165257,47,20,0.39472656478751567,8255888,7118032,1146.0,1156.0
9913,6399057720,26,26,0.5883718148698587,7118032,8255888,1153.0,1148.0
9914,6398949066,28,49,0.5709571901485184,8112124,8261774,1171.0,1144.0
9915,6398861676,33,18,0.5529862321043958,8112124,8261774,1169.0,1146.0
9916,6398782148,48,27,0.49990072919164374,8449479,8606358,1129.0,1132.0
9917,6398726477,35,19,0.42375620826522775,8261774,8112124,1143.0,1172.0
9918,6398216174,59,30,0.6187974159626183,8360138,8660699,1163.0,1127.0
9919,6398156091,32,35,0.39846115434916485,8660699,8360138,1130.0,1161.0
9920,6397527165,57,21,0.7920078785700257,8533458,8607589,1201.0,1079.0
9921,6397501542,21,32,0.5524919033939013,7119077,8131728,1170.0,1149.0
9922,6397444197,39,56,0.21488814869217787,8607589,8533458,1081.0,1200.0
9923,6397423505,38,7,0.5342470925859111,7119077,8131728,1168.0,1152.0
9924,6397325186,21,37,0.7105168838132778,8469455,8606358,1183.0,1112.0
9925,6397243563,35,45,0.7366898759947411,8469455,8606358,1187.0,1107.0
9926,6397173342,29,28,0.2728560104268163,8606358,8469455,1109.0,1185.0
9927,6397143742,0,0,0.24661023932131232,8606358,8469455,1104.0,1190.0
9928,6397118507,36,28,0.6544235352122483,8376696,8598999,1176.0,1120.0
9929,6396996289,16,34,0.35853947294021427,8598999,8376696,1122.0,1174.0
9930,6396861450,38,68,0.7614432626428705,8469455,8546012,1194.0,1084.0
9931,6396783999,29,9,0.20998864406813444,8546012,8469455,1078.0,1199.0
9932,6395943964,16,34,0.49788183451065915,2289950,8375259,1130.0,1137.0
9933,6395871697,29,34,0.4824454490996781,8375259,2289950,1134.0,1133.0
9934,6395797676,15,35,0.323339799155814,8375259,2672298,1136.0,1192.0
9935,6395787364,0,0,0.6653317292914895,2672298,8375259,1190.0,1138.0
9936,6395717079,18,20,0.31131300116247596,8375259,2672298,1134.0,1193.0
9937,6395356451,49,33,0.2684241991196835,8571253,8469455,1134.0,1203.0
9938,6395233481,25,42,0.7570348066236212,8469455,8571253,1208.0,1129.0
9939,6395069981,48,27,0.7819088090859243,8469455,8533458,1206.0,1113.0
9940,6395023216,34,43,0.48515687759267634,6209804,6209166,1241.0,1244.0
9941,6394961271,31,21,0.2253875514087197,8533458,8469455,1115.0,1205.0
9942,6394942076,8,32,0.502395593244823,6209804,6209166,1243.0,1242.0
9943,6394870488,17,7,0.4846899133019744,6209804,6209166,1240.0,1244.0
9944,6394647287,28,35,0.6015495665924013,8660699,8261554,1142.0,1141.0
9945,6394598572,12,26,0.4146513626181314,8261554,8660699,1143.0,1139.0
9946,6394403762,34,7,0.5844661368639884,2672298,8131728,1191.0,1154.0
9947,6394377229,12,33,0.336038127007142,8375259,8254400,1136.0,1185.0
9948,6394340120,43,56,0.43187908604814185,8131728,2672298,1157.0,1189.0
9949,6394337461,20,45,0.34812114242529313,8375259,8254400,1138.0,1183.0
9950,6394280926,40,46,0.3246756032385294,8375259,8254400,1134.0,1186.0
9951,6394221518,38,16,0.5516166345029813,8131728,7298091,1142.0,1132.0
9952,6394149480,31,11,0.4268725154081273,7298091,8131728,1129.0,1145.0
9953,6394046445,30,25,0.4435297583262068,7298091,8131728,1131.0,1142.0
9954,6393847042,6,28,0.45702959528529474,7422789,1883502,1182.0,1171.0
9955,6393748932,22,9,0.5221140930461488,1883502,7422789,1167.0,1184.0
9956,6393563980,17,32,0.5093425847081214,8588969,7118032,1180.0,1149.0
9957,6393551583,53,41,0.6337870401162037,8533458,8546012,1162.0,1118.0
9958,6393441718,29,8,0.4924254687254307,7118032,8261774,1146.0,1174.0
9959,6393417609,56,64,0.41395038965518793,8546012,8533458,1113.0,1153.0
9960,6393358582,31,37,0.2580815305760247,5,15,1230.0,1302.0
9961,6393295647,34,22,0.77789847952788,8533458,8571253,1177.0,1095.0
9962,6393285456,21,27,0.39571672863311036,8588969,8598633,1182.0,1210.0
9963,6393254149,15,30,0.2659157994405623,5,15,1231.0,1301.0
9964,6393190960,29,39,0.19903753626930332,8571253,8533458,1085.0,1176.0
9965,6393144336,25,37,0.4974950470480468,8261774,8588969,1177.0,1179.0
9966,6393120790,39,33,0.24370228029265228,5,15,1227.0,1305.0
9967,6393063066,26,31,0.5937555296896652,8533458,8606358,1127.0,1124.0
9968,6393034488,8,30,0.38449335162849985,7118032,8598633,1148.0,1208.0
